title,year,vote_average,vote_count,popularity,overview,genres,production_countries,poster_path
Saw 3D,2010,5.982,3186,6.996,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",[],[],https://image.tmdb.org/t/p/w500/ua3HT736PfsJ8ymAFbZ7P5uqCEP.jpg
Centurion,2010,6.2,1484,6.1494,"Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.",[],[],https://image.tmdb.org/t/p/w500/9ZdfrcP2QCqoRSk7JF06tDWtrhP.jpg
Little Fockers,2010,5.657,3346,6.7072,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",[],[],https://image.tmdb.org/t/p/w500/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg
Morning Glory,2010,6.359,1563,6.4951,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",[],[],https://image.tmdb.org/t/p/w500/aFRXEoB3QkeHNHYmVGC3uzFSol8.jpg
Burlesque,2010,7.204,2313,7.1971,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",[],[],https://image.tmdb.org/t/p/w500/3U9zBIibERQZqYKM3N1a4MYgBsN.jpg
Mysterious Island,2010,4.6,39,6.0851,"During the American Civil War, five northern POWs make the decision to escape the war by hijacking a hot air balloon. Drifting through the night, they wake to find themselves marooned on a desert island, but they aren't alone.",[],[],https://image.tmdb.org/t/p/w500/kaaFdsDxCKQXtikIhuD0dWvIUuz.jpg
Trust,2010,6.552,1003,6.2898,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",[],[],https://image.tmdb.org/t/p/w500/rXoZYWd2G7pBh8N8Cp5ZO5Sjzbl.jpg
Burning Bright,2010,6.274,287,6.2466,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",[],[],https://image.tmdb.org/t/p/w500/fRzCoP6quj8SuLjklN3k1nkhqP8.jpg
Prince of Persia: The Sands of Time,2010,6.291,6964,6.5403,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",[],[],https://image.tmdb.org/t/p/w500/2Djvd493RnkiPmMRdHGTFgCGdVH.jpg
The Loved Ones,2010,6.697,797,5.4643,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",[],[],https://image.tmdb.org/t/p/w500/j4V72S1Q8IkvepOKYhj0nCuWquz.jpg
How Do You Know,2010,5.3,1021,6.5635,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",[],[],https://image.tmdb.org/t/p/w500/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg
The Wolfman,2010,5.874,2098,6.1319,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",[],[],https://image.tmdb.org/t/p/w500/fQqPoAHvHicie1ttuiV2q0yv9V7.jpg
Coming Home: The Dry Storm,2010,0.0,0,5.2543,"In the wake of Hurricane Katrina the New Orleans City Council decides to demolish public housing leaving thousands of people without homes. Staging a courageous battle that reminds us of how much home means to us all, residents became activists, attracting the attention of international human rights monitors and taking their cause to the highest levels of HUD (Housing and Urban Development Agency) in Washington DC.",[],[],
Dear John,2010,6.8,4221,6.1559,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",[],[],https://image.tmdb.org/t/p/w500/2lAPv2jQ5eh54l4EttA9wjDljED.jpg
Leap Year,2010,6.9,2094,6.2332,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",[],[],https://image.tmdb.org/t/p/w500/i86hMi5iEF3WnYLCaGHdT5FPdYg.jpg
Going the Distance,2010,6.087,751,6.0223,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",[],[],https://image.tmdb.org/t/p/w500/tTllmSew3nsizpzWNWKUkOuANhm.jpg
Charlie St. Cloud,2010,6.964,2198,6.1326,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when tragedy strikes and takes his dreams with it. After high school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. As he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",[],[],https://image.tmdb.org/t/p/w500/r4XSrs6N086EU8CNm339dHRPhZg.jpg
Frozen,2010,6.0,1927,6.2279,"When three skiers find themselves stranded on a chair lift at a New England ski resort that has closed for the next week, they are forced to make life or death choices that prove to be more perilous than staying put and freezing to death.",[],[],https://image.tmdb.org/t/p/w500/2J3URUnDrIpNvh0uVqINQvr4HhW.jpg
The Way Back,2011,6.994,1678,6.0095,"A small band of multicultural convicts stages a daring escape from a WWII-era Siberian gulag, and embarks on a treacherous journey across five countries in a desperate race for freedom and survival.",[],[],https://image.tmdb.org/t/p/w500/oImI6rxld0sKNfEXaszgreLnNAO.jpg
Machete,2010,6.335,3425,6.8694,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",[],[],https://image.tmdb.org/t/p/w500/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg
So Brightly in the Dark,2010,0.0,0,5.721,"Inspired by the daemon faeries of Celtic mythology, a man dons an animal costume to express his hidden desire - to live as something monstrous, free of humanity.",[],[],
Never Let Me Go,2010,6.8,2375,6.1633,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",[],[],https://image.tmdb.org/t/p/w500/8F0r5ng9Fp60OhzQfR5v33fppq.jpg
Robin Hood,2010,6.393,4833,7.9381,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",[],[],https://image.tmdb.org/t/p/w500/9NS5QGOfck24yL3bZqWeW06PgPC.jpg
Furry Vengeance,2010,5.034,627,5.846,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",[],[],https://image.tmdb.org/t/p/w500/604qqquWBgFy34jLhHLtebFPQy6.jpg
Abandoned,2010,5.099,157,5.7629,"Mary Walsh delivers boyfriend Kevin to a hospital for routine outpatient surgery. But when Mary returns to take him home, he's mysteriously vanished.",[],[],https://image.tmdb.org/t/p/w500/2ows44H5OftC1zu7bYS0YoofUTB.jpg
Black Death,2011,6.043,915,5.6836,"As the plague decimates medieval Europe, rumours circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.",[],[],https://image.tmdb.org/t/p/w500/gXRERDpyT9s3m2yk6wNmrTWbZfG.jpg
Repo Men,2010,6.333,2006,5.8013,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",[],[],https://image.tmdb.org/t/p/w500/briDKf5nrLzox2zcI6pquKeqWz8.jpg
Senna,2010,8.11,1121,6.1191,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",[],[],https://image.tmdb.org/t/p/w500/nZbLCbRoP6iJq5sr8daHQzjnzFh.jpg
The Special Relationship,2010,6.4,67,5.5177,"A dramatisation that follows Tony Blair's journey from political understudy waiting in the wings of the world arena to accomplished prime minister standing confidently in the spotlight of centre stage. It is a story about relationships, between two powerful men (Blair and Bill Clinton), two powerful couples, and husbands and wives.",[],[],https://image.tmdb.org/t/p/w500/4lTtWEWMWE0NCVkW1Ss9GRTFbLv.jpg
The Switch,2010,6.227,1960,5.9981,"Kassie is a smart, fun-loving single woman who, despite her neurotic best friend Wally’s objections, decides it’s time to have a baby – even if it means doing it herself… with a little help from a charming sperm donor. But, unbeknownst to her, Kassie’s plans go awry because of a last-minute switch that isn’t discovered until seven years later… when Wally gets acquainted with Kassie’s cute, though slightly neurotic, son.",[],[],https://image.tmdb.org/t/p/w500/oJdMT6RGtbvQ26Tk7EHGfG8xZ6.jpg
Sundays at Tiffany's,2010,6.441,94,5.8852,"Jane, a soon-to-be-married woman, is reunited with her imaginary friend Michael who returns in a human form. Soon, Jane begins doubting her feelings for her fiance as she gets attracted to Michael.",[],[],https://image.tmdb.org/t/p/w500/95wNSQvguF9XdGP3KMeIbsVHU6b.jpg
